id,from_stop,to_stop,distance_km,mean_travel_time,std_travel_time,p50_time,p90_time,p95_time,traffic_condition,lognormal_mu,lognormal_sigma
S023_S026,S023,S026,2.756,4.17,1.11,4.03,5.63,6.19,normal,1.3948,0.2604
S026_S023,S026,S023,2.756,4.17,1.21,4.0,5.77,6.4,normal,1.3866,0.2851
S023_S027,S023,S027,14.579,29.29,6.03,28.69,37.26,40.12,heavy,3.3564,0.2039
S027_S023,S027,S023,14.579,30.46,5.59,29.96,37.83,40.41,heavy,3.3999,0.1819
S023_S028,S023,S028,2.921,4.58,1.08,4.46,6.0,6.53,light,1.4953,0.2315
S028_S023,S028,S023,2.921,4.58,1.05,4.47,5.97,6.49,light,1.4969,0.2266
S023_S029,S023,S029,12.417,28.15,5.21,27.68,35.02,37.43,heavy,3.3208,0.1834
S029_S023,S029,S023,12.417,29.04,5.17,28.6,35.86,38.23,heavy,3.3533,0.1765
S023_S031,S023,S031,3.079,5.16,0.79,5.1,6.2,6.55,normal,1.63,0.1515
S031_S023,S031,S023,3.079,5.06,0.72,5.01,6.01,6.33,normal,1.6119,0.1422
S023_S032,S023,S032,15.372,42.6,13.73,40.54,60.66,68.0,heavy,3.7023,0.3144
S032_S023,S032,S023,15.372,42.93,13.01,41.08,60.07,66.9,heavy,3.7156,0.2964
S023_S033,S023,S033,6.891,13.16,3.59,12.69,17.89,19.71,normal,2.541,0.2677
S033_S023,S033,S023,6.891,12.49,3.53,12.02,17.15,18.97,normal,2.4865,0.2774
S023_S036,S023,S036,13.438,26.54,7.97,25.42,37.05,41.22,normal,3.2354,0.294
S036_S023,S036,S023,13.438,28.04,7.62,27.06,38.11,41.99,normal,3.2981,0.267
S023_S037,S023,S037,11.986,28.09,4.95,27.67,34.62,36.89,normal,3.3203,0.1749
S037_S023,S037,S023,11.986,28.93,5.26,28.46,35.87,38.3,normal,3.3486,0.1804
S023_S038,S023,S038,6.141,13.66,4.25,13.04,19.25,21.5,heavy,2.5683,0.3037
S038_S023,S038,S023,6.141,14.44,3.99,13.92,19.7,21.74,heavy,2.6331,0.2711
S023_S041,S023,S041,4.662,9.94,2.96,9.52,13.84,15.38,heavy,2.2539,0.2914
S041_S023,S041,S023,4.662,10.42,2.77,10.07,14.08,15.48,heavy,2.31,0.261
S023_S042,S023,S042,14.052,26.35,9.2,24.88,38.43,43.47,normal,3.2142,0.3391
S042_S023,S042,S023,14.052,26.43,9.61,24.84,39.02,44.34,normal,3.2123,0.3523
S023_S043,S023,S043,5.766,7.8,1.64,7.63,9.96,10.74,light,2.0324,0.2077
S043_S023,S043,S023,5.766,7.67,1.7,7.49,9.92,10.74,light,2.0136,0.219
S023_S044,S023,S044,13.697,35.42,11.08,33.81,50.02,55.88,normal,3.5207,0.3055
S044_S023,S044,S023,13.697,37.34,10.18,36.03,50.79,55.97,normal,3.5843,0.2678
S023_S046,S023,S046,3.242,5.27,1.06,5.17,6.68,7.18,normal,1.6425,0.1999
S046_S023,S046,S023,3.242,5.32,1.16,5.2,6.85,7.41,normal,1.6491,0.2148
S023_S047,S023,S047,14.623,43.62,6.72,43.11,52.46,55.46,heavy,3.7638,0.1531
S047_S023,S047,S023,14.623,42.58,6.96,42.02,51.74,54.88,heavy,3.7382,0.1623
S023_S048,S023,S048,6.364,11.19,2.97,10.82,15.12,16.62,normal,2.3813,0.2609
S048_S023,S048,S023,6.364,12.05,2.84,11.73,15.81,17.2,normal,2.4622,0.2327
S023_S049,S023,S049,13.68,28.8,7.26,27.92,38.39,42.01,normal,3.3295,0.2482
S049_S023,S049,S023,13.68,28.55,6.65,27.81,37.33,40.58,normal,3.3254,0.2297
S023_S051,S023,S051,12.403,29.31,7.12,28.49,38.71,42.23,heavy,3.3494,0.2393
S051_S023,S051,S023,12.403,31.04,7.32,30.21,40.71,44.29,heavy,3.4083,0.2325
S023_S052,S023,S052,10.179,15.05,3.53,14.66,19.71,21.44,normal,2.6849,0.2312
S052_S023,S052,S023,10.179,15.23,3.77,14.78,20.21,22.09,normal,2.6932,0.2442
S023_S053,S023,S053,3.363,8.61,1.57,8.47,10.69,11.41,normal,2.137,0.1809
S053_S023,S053,S023,3.363,8.36,1.62,8.2,10.49,11.25,normal,2.1046,0.192
S023_S054,S023,S054,11.104,18.4,4.99,17.76,24.99,27.52,normal,2.8769,0.2663
S054_S023,S054,S023,11.104,17.73,4.93,17.08,24.24,26.76,normal,2.8378,0.2731
S023_S056,S023,S056,0.537,1.11,0.25,1.08,1.43,1.55,heavy,0.0785,0.2199
S056_S023,S056,S023,0.537,1.09,0.23,1.07,1.4,1.51,heavy,0.067,0.2092
S023_S057,S023,S057,12.984,34.68,10.25,33.26,48.2,53.54,normal,3.5043,0.2894
S057_S023,S057,S023,12.984,33.3,10.75,31.69,47.45,53.19,normal,3.4561,0.3148
S023_S058,S023,S058,1.888,4.13,0.79,4.06,5.18,5.55,heavy,1.4013,0.1904
S058_S023,S058,S023,1.888,3.87,0.73,3.81,4.83,5.17,heavy,1.3366,0.1856
S023_S061,S023,S061,12.517,25.62,6.65,24.8,34.41,37.75,heavy,3.2107,0.2555
S061_S023,S061,S023,12.517,26.73,6.68,25.93,35.56,38.89,heavy,3.2555,0.2463
S023_S062,S023,S062,10.865,15.55,2.66,15.33,19.05,20.26,normal,2.7297,0.1696
S062_S023,S062,S023,10.865,14.69,2.74,14.44,18.31,19.58,normal,2.6703,0.1848
S023_S063,S023,S063,4.478,6.77,1.43,6.62,8.66,9.34,normal,1.89,0.2096
S063_S023,S063,S023,4.478,7.02,1.42,6.88,8.89,9.56,normal,1.9293,0.1998
S023_S064,S023,S064,13.59,44.88,11.46,43.48,60.01,65.74,heavy,3.7723,0.2513
S064_S023,S064,S023,13.59,41.49,11.83,39.9,57.11,63.21,heavy,3.6864,0.2797
S023_S066,S023,S066,5.481,11.32,2.44,11.07,14.54,15.71,heavy,2.4043,0.2126
S066_S023,S066,S023,5.481,11.26,2.62,10.97,14.72,16.0,heavy,2.3954,0.2292
S023_S067,S023,S067,13.663,27.19,7.06,26.32,36.52,40.07,heavy,3.2703,0.2555
S067_S023,S067,S023,13.663,29.24,7.34,28.35,38.93,42.59,heavy,3.3448,0.2473
S023_S068,S023,S068,6.38,20.23,5.45,19.54,27.43,30.2,heavy,2.9723,0.2648
S068_S023,S068,S023,6.38,20.31,5.61,19.58,27.71,30.58,heavy,2.9744,0.271
S023_S069,S023,S069,15.837,33.7,7.4,32.92,43.47,47.04,normal,3.4941,0.2169
S069_S023,S069,S023,15.837,32.23,6.79,31.54,41.2,44.43,normal,3.4513,0.2083
S023_S071,S023,S071,7.528,16.04,3.73,15.62,20.97,22.79,normal,2.7488,0.2294
S071_S023,S071,S023,7.528,15.54,3.36,15.19,19.97,21.58,normal,2.7204,0.2135
S023_S072,S023,S072,8.01,12.55,4.01,11.95,17.82,19.96,normal,2.4807,0.3119
S072_S023,S072,S023,8.01,12.12,4.04,11.5,17.43,19.61,normal,2.442,0.3245
S023_S073,S023,S073,0.896,2.03,0.5,1.97,2.7,2.95,heavy,0.6782,0.2447
S073_S023,S073,S023,0.896,1.97,0.53,1.9,2.67,2.94,heavy,0.6403,0.2655
S023_S074,S023,S074,17.943,38.29,10.31,36.97,51.91,57.14,heavy,3.6101,0.2647
S074_S023,S074,S023,17.943,38.58,9.67,37.42,51.36,56.17,heavy,3.6223,0.2469
S024_S025,S024,S025,5.39,8.16,1.94,7.94,10.72,11.67,normal,2.0716,0.2342
S025_S024,S025,S024,5.39,7.72,2.03,7.47,10.4,11.42,normal,2.0103,0.2585
S024_S028,S024,S028,14.664,29.53,6.66,28.81,38.33,41.57,normal,3.3606,0.2229
S028_S024,S028,S024,14.664,27.54,6.83,26.73,36.57,39.96,normal,3.2859,0.2443
S024_S029,S024,S029,4.626,8.58,2.66,8.2,12.09,13.5,normal,2.1041,0.3029
S029_S024,S029,S024,4.626,8.29,2.79,7.86,11.96,13.47,normal,2.0612,0.3277
S024_S030,S024,S030,8.723,11.65,2.71,11.35,15.23,16.56,light,2.4293,0.2295
S030_S024,S030,S024,8.723,11.06,2.6,10.77,14.49,15.76,light,2.3767,0.2316
S024_S033,S024,S033,10.981,18.97,5.19,18.29,25.81,28.46,normal,2.9066,0.2686
S033_S024,S033,S024,10.981,19.57,5.18,18.92,26.42,29.03,normal,2.9404,0.2602
S024_S034,S024,S034,6.118,10.98,1.98,10.81,13.59,14.51,light,2.3802,0.179
S034_S024,S034,S024,6.118,10.43,1.82,10.27,12.83,13.67,light,2.3296,0.1735
S024_S035,S024,S035,16.52,36.2,10.61,34.74,50.19,55.7,normal,3.5478,0.287
S035_S024,S035,S024,16.52,33.35,9.74,32.01,46.19,51.24,normal,3.4661,0.286
S024_S038,S024,S038,11.59,31.19,6.03,30.62,39.16,41.98,normal,3.4218,0.1917
S038_S024,S038,S024,11.59,30.25,6.4,29.6,38.7,41.75,normal,3.3877,0.2091
S024_S039,S024,S039,3.565,4.33,1.05,4.21,5.72,6.24,light,1.4376,0.2393
S039_S024,S039,S024,3.565,4.22,1.12,4.07,5.7,6.27,light,1.4043,0.2621
S024_S040,S024,S040,11.401,16.67,2.69,16.46,20.21,21.42,normal,2.8009,0.1602
S040_S024,S040,S024,11.401,15.53,2.67,15.3,19.05,20.27,normal,2.7281,0.1708
S024_S043,S024,S043,11.016,25.58,8.14,24.37,36.3,40.63,normal,3.1934,0.3107
S043_S024,S043,S024,11.016,26.92,7.53,25.92,36.85,40.71,normal,3.2552,0.2743
S024_S044,S024,S044,2.934,6.36,1.27,6.24,8.04,8.63,heavy,1.8304,0.1978
S044_S024,S044,S024,2.934,6.1,1.4,5.95,7.95,8.63,heavy,1.7832,0.2259
S024_S045,S024,S045,17.568,54.77,16.27,52.5,76.22,84.7,heavy,3.9608,0.2908
S045_S024,S045,S024,17.568,54.95,17.84,52.26,78.42,87.97,heavy,3.9563,0.3165
S024_S048,S024,S048,10.437,19.91,5.7,19.14,27.43,30.37,normal,2.9517,0.2807
S048_S024,S048,S024,10.437,21.3,5.31,20.66,28.31,30.95,normal,3.0284,0.2456
S024_S049,S024,S049,2.995,4.18,1.25,4.0,5.82,6.48,light,1.3869,0.2926
S049_S024,S049,S024,2.995,4.01,1.28,3.82,5.7,6.39,light,1.3407,0.3121
S024_S050,S024,S050,12.407,28.66,9.39,27.24,41.01,46.05,normal,3.3046,0.3192
S050_S024,S050,S024,12.407,27.37,8.66,26.09,38.77,43.37,normal,3.2616,0.3089
S024_S053,S024,S053,16.249,37.98,8.16,37.13,48.76,52.67,heavy,3.6144,0.2125
S053_S024,S053,S024,16.249,39.76,8.3,38.92,50.72,54.67,heavy,3.6616,0.2065
S024_S054,S024,S054,5.883,10.03,1.99,9.84,12.66,13.6,light,2.2862,0.1967
S054_S024,S054,S024,5.883,10.16,2.07,9.96,12.89,13.87,light,2.2981,0.2015
S024_S055,S024,S055,15.961,36.14,6.54,35.57,44.77,47.78,heavy,3.5714,0.1795
S055_S024,S055,S024,15.961,34.69,6.54,34.09,43.32,46.36,heavy,3.529,0.1869
S024_S058,S024,S058,16.014,26.9,5.86,26.29,34.64,37.45,normal,3.269,0.2152
S058_S024,S058,S024,16.014,25.01,5.69,24.38,32.52,35.28,normal,3.1939,0.2245
S024_S059,S024,S059,3.412,6.94,1.79,6.72,9.3,10.19,light,1.9052,0.2532
S059_S024,S059,S024,3.412,6.52,1.69,6.32,8.76,9.6,light,1.843,0.2548
S024_S060,S024,S060,15.632,22.53,6.93,21.53,31.66,35.32,normal,3.0695,0.3008
S060_S024,S060,S024,15.632,23.63,6.85,22.7,32.66,36.21,normal,3.1222,0.284
S024_S063,S024,S063,12.362,28.68,8.26,27.56,39.57,43.84,normal,3.3165,0.2821
S063_S024,S063,S024,12.362,29.71,7.85,28.73,40.07,44.03,normal,3.3579,0.2596
S024_S064,S024,S064,5.252,13.83,4.03,13.28,19.14,21.23,normal,2.5859,0.2854
S064_S024,S064,S024,5.252,13.92,4.02,13.38,19.22,21.3,normal,2.5934,0.283
S024_S065,S024,S065,7.594,13.67,3.54,13.23,18.34,20.11,normal,2.5827,0.2545
S065_S024,S065,S024,7.594,14.18,3.38,13.79,18.64,20.3,normal,2.624,0.235
S024_S068,S024,S068,11.431,17.76,5.91,16.85,25.53,28.72,normal,2.8242,0.3242
S068_S024,S068,S024,11.431,16.79,5.95,15.83,24.59,27.86,normal,2.7617,0.3438
S024_S069,S024,S069,1.257,2.43,0.76,2.32,3.44,3.84,normal,0.8424,0.3065
S069_S024,S069,S024,1.257,2.42,0.81,2.29,3.48,3.91,normal,0.8292,0.3249
S024_S070,S024,S070,11.0,27.74,8.23,26.59,38.59,42.89,heavy,3.2807,0.2905
S070_S024,S070,S024,11.0,28.27,8.01,27.2,38.84,42.96,heavy,3.3033,0.2778
S024_S073,S024,S073,16.056,37.8,8.1,36.97,48.49,52.37,heavy,3.61,0.2117
S073_S024,S073,S024,16.056,38.76,8.16,37.93,49.53,53.42,heavy,3.6357,0.2082
S024_S074,S024,S074,1.806,4.92,1.25,4.76,6.57,7.2,heavy,1.561,0.2508
S074_S024,S074,S024,1.806,5.12,1.17,5.0,6.66,7.23,heavy,1.6089,0.2246
S024_S075,S024,S075,11.33,24.57,5.7,23.94,32.1,34.88,normal,3.1755,0.2289
S075_S024,S075,S024,11.33,23.04,5.73,22.36,30.61,33.45,normal,3.1074,0.2448
S025_S027,S025,S027,16.516,57.33,18.18,54.65,81.27,90.93,heavy,4.001,0.3095
S027_S025,S027,S025,16.516,54.38,16.47,52.05,76.1,84.74,heavy,3.9522,0.2963
S025_S029,S025,S029,7.816,16.51,3.11,16.23,20.61,22.06,light,2.7866,0.1867
S029_S025,S029,S025,7.816,16.7,3.32,16.38,21.08,22.64,light,2.796,0.1968
S025_S030,S025,S030,3.551,6.06,1.55,5.87,8.1,8.88,normal,1.7701,0.2512
S030_S025,S030,S025,3.551,5.62,1.46,5.44,7.55,8.28,normal,1.6942,0.2554
S025_S032,S025,S032,13.244,29.51,4.5,29.17,35.43,37.44,heavy,3.3731,0.1517
S032_S025,S032,S025,13.244,30.24,4.89,29.85,36.68,38.88,heavy,3.3963,0.1606
S025_S034,S025,S034,8.149,10.76,2.62,10.45,14.22,15.51,light,2.3466,0.2401
S034_S025,S034,S025,8.149,10.52,2.75,10.17,14.15,15.53,light,2.3199,0.257
S025_S035,S025,S035,11.973,18.05,5.67,17.21,25.52,28.52,normal,2.8457,0.307
S035_S025,S035,S025,11.973,16.77,5.81,15.85,24.4,27.56,normal,2.763,0.3365
S025_S037,S025,S037,14.716,27.1,8.05,25.98,37.71,41.9,normal,3.2573,0.2906
S037_S025,S037,S025,14.716,25.27,7.59,24.2,35.27,39.24,normal,3.1865,0.2938
S025_S039,S025,S039,8.742,16.19,2.76,15.96,19.83,21.08,normal,2.7703,0.169
S039_S025,S039,S025,8.742,16.28,2.59,16.07,19.68,20.84,normal,2.7772,0.1579
S025_S040,S025,S040,6.556,12.09,2.42,11.86,15.28,16.42,normal,2.4731,0.1978
S040_S025,S040,S025,6.556,12.21,2.44,11.97,15.43,16.58,normal,2.4824,0.1982
S025_S042,S025,S042,8.891,14.45,4.38,13.83,20.22,22.52,normal,2.6265,0.2966
S042_S025,S042,S025,8.891,14.85,4.56,14.2,20.86,23.26,normal,2.653,0.3001
S025_S044,S025,S044,5.722,11.24,1.92,11.08,13.77,14.65,normal,2.4052,0.1696
S044_S025,S044,S025,5.722,11.33,1.92,11.17,13.86,14.74,normal,2.4134,0.1684
S025_S045,S025,S045,12.719,21.71,5.57,21.03,29.07,31.87,normal,3.0459,0.2527
S045_S025,S045,S025,12.719,21.51,5.41,20.86,28.66,31.35,normal,3.038,0.2476
S025_S047,S025,S047,15.242,32.31,11.25,30.51,47.09,53.24,normal,3.4182,0.3384
S047_S025,S047,S025,15.242,34.09,11.06,32.43,48.64,54.56,normal,3.4791,0.3162
S025_S049,S025,S049,5.326,9.22,2.91,8.79,13.05,14.59,normal,2.1739,0.3078
S049_S025,S049,S025,5.326,9.38,2.94,8.95,13.25,14.81,normal,2.1915,0.3064
S025_S050,S025,S050,7.717,17.62,5.34,16.86,24.66,27.46,normal,2.8251,0.2965
S050_S025,S050,S025,7.717,17.23,5.29,16.47,24.2,26.98,normal,2.8013,0.3002
S025_S054,S025,S054,8.495,10.52,1.58,10.4,12.59,13.29,light,2.3418,0.1492
S054_S025,S054,S025,8.495,11.33,1.61,11.22,13.44,14.15,light,2.4174,0.1412
S025_S055,S025,S055,11.107,20.6,7.18,19.45,30.02,33.95,normal,2.9678,0.3387
S055_S025,S055,S025,11.107,18.97,7.88,17.52,29.21,33.77,normal,2.8634,0.3988
S025_S057,S025,S057,12.593,28.73,6.12,28.1,36.81,39.74,normal,3.3359,0.2106
S057_S025,S057,S025,12.593,30.21,6.63,29.51,38.97,42.17,normal,3.3848,0.2169
S025_S059,S025,S059,7.927,14.76,3.9,14.27,19.91,21.88,normal,2.6582,0.2597
S059_S025,S059,S025,7.927,13.8,3.87,13.29,18.91,20.89,normal,2.587,0.275
S025_S060,S025,S060,10.431,24.91,5.06,24.42,31.59,33.98,normal,3.1952,0.201
S060_S025,S060,S025,10.431,23.92,4.81,23.45,30.27,32.54,normal,3.1547,0.1992
S025_S062,S025,S062,14.773,31.65,8.36,30.6,42.69,46.91,normal,3.421,0.2597
S062_S025,S062,S025,14.773,33.77,8.75,32.68,45.32,49.71,normal,3.4869,0.2549
S025_S064,S025,S064,3.17,5.22,1.61,4.98,7.34,8.18,normal,1.6061,0.3016
S064_S025,S064,S025,3.17,5.21,1.74,4.94,7.49,8.43,normal,1.5969,0.3251
S025_S065,S025,S065,2.643,3.74,1.17,3.57,5.28,5.91,light,1.2716,0.3066
S065_S025,S065,S025,2.643,3.8,1.13,3.64,5.28,5.87,light,1.2915,0.2906
S025_S067,S025,S067,16.062,35.53,9.43,34.34,47.98,52.74,heavy,3.5364,0.2608
S067_S025,S067,S025,16.062,37.12,10.22,35.79,50.61,55.83,heavy,3.5777,0.2703
S025_S069,S025,S069,6.282,17.74,5.78,16.86,25.34,28.44,heavy,2.8251,0.3178
S069_S025,S069,S025,6.282,17.5,6.21,16.49,25.64,29.05,heavy,2.8029,0.3442
S025_S070,S025,S070,7.888,10.21,1.99,10.02,12.84,13.78,light,2.3048,0.1935
S070_S025,S070,S025,7.888,10.43,2.05,10.23,13.13,14.09,light,2.3258,0.1945
S025_S072,S025,S072,14.553,37.83,9.64,36.66,50.56,55.39,normal,3.6016,0.2509
S072_S025,S072,S025,14.553,38.07,8.97,37.06,49.91,54.31,normal,3.6125,0.2323
S025_S074,S025,S074,6.933,11.03,2.14,10.83,13.86,14.86,light,2.3824,0.1924
S074_S025,S074,S025,6.933,11.34,2.36,11.1,14.45,15.57,light,2.4072,0.2055
S025_S075,S025,S075,6.095,7.5,2.26,7.19,10.48,11.66,light,1.9723,0.2941
S075_S025,S075,S025,6.095,7.17,2.16,6.87,10.02,11.15,light,1.9266,0.2948
S026_S027,S026,S027,11.998,32.52,5.74,32.02,40.08,42.71,heavy,3.4664,0.1751
S027_S026,S027,S026,11.998,32.39,6.02,31.85,40.33,43.12,heavy,3.4609,0.1842
S026_S028,S026,S028,2.695,6.62,1.34,6.49,8.39,9.03,heavy,1.8703,0.2005
S028_S026,S028,S026,2.695,6.62,1.41,6.48,8.49,9.17,heavy,1.8684,0.2112
S026_S031,S026,S031,4.923,12.0,2.12,11.82,14.8,15.78,normal,2.4698,0.1756
S031_S026,S031,S026,4.923,11.98,2.19,11.78,14.87,15.88,normal,2.4668,0.1812
S026_S032,S026,S032,13.155,30.45,8.32,29.37,41.43,45.67,normal,3.3801,0.2683
S032_S026,S032,S026,13.155,30.57,7.89,29.6,40.99,44.95,normal,3.3877,0.254
S026_S033,S026,S033,8.852,16.52,3.9,16.08,21.67,23.58,light,2.7776,0.2328
S033_S026,S033,S026,8.852,15.5,3.83,15.04,20.56,22.46,light,2.711,0.2436
S026_S036,S026,S036,12.993,26.6,5.0,26.14,33.2,35.53,normal,3.2636,0.1865
S036_S026,S036,S026,12.993,27.0,4.53,26.63,32.97,35.02,normal,3.282,0.1665
S026_S037,S026,S037,9.506,27.4,9.52,25.89,39.91,45.12,heavy,3.2537,0.3377
S037_S026,S037,S026,9.506,27.94,9.41,26.48,40.32,45.41,heavy,3.2765,0.3278
S026_S038,S026,S038,8.151,12.08,2.38,11.85,15.22,16.33,normal,2.4726,0.1948
S038_S026,S038,S026,8.151,11.42,2.48,11.15,14.7,15.89,normal,2.4118,0.2152
S026_S041,S026,S041,1.921,4.86,1.45,4.66,6.77,7.52,normal,1.5384,0.2916
S041_S026,S041,S026,1.921,5.21,1.57,4.99,7.28,8.1,normal,1.6067,0.2951
S026_S042,S026,S042,12.447,25.61,8.04,24.43,36.2,40.46,heavy,3.1958,0.3067
S042_S026,S042,S026,12.447,24.96,8.53,23.62,36.17,40.81,heavy,3.1622,0.3323
S026_S043,S026,S043,6.38,13.62,3.33,13.23,18.02,19.66,normal,2.5827,0.2407
S043_S026,S043,S026,6.38,12.99,3.35,12.57,17.41,19.1,normal,2.5317,0.254
S026_S046,S026,S046,1.254,2.89,0.73,2.8,3.86,4.22,normal,1.0282,0.2507
S046_S026,S046,S026,1.254,2.91,0.75,2.82,3.9,4.28,normal,1.035,0.2547
S026_S047,S026,S047,12.158,17.43,5.04,16.75,24.08,26.68,normal,2.8182,0.2832
S047_S026,S047,S026,12.158,16.09,5.12,15.33,22.83,25.56,normal,2.7299,0.3107
S026_S048,S026,S048,6.933,11.79,1.87,11.65,14.26,15.1,normal,2.4552,0.1577
S048_S026,S048,S026,6.933,10.96,1.76,10.83,13.28,14.07,normal,2.3819,0.1595
S026_S051,S026,S051,11.3,18.87,3.85,18.49,23.96,25.78,normal,2.9171,0.2022
S051_S026,S051,S026,11.3,19.34,3.48,19.03,23.92,25.52,normal,2.9461,0.1783
S026_S052,S026,S052,7.424,14.96,3.06,14.66,19.0,20.44,normal,2.685,0.2022
S052_S026,S052,S026,7.424,15.83,2.76,15.6,19.47,20.74,normal,2.7471,0.1731
S026_S053,S026,S053,1.345,2.05,0.57,1.98,2.81,3.1,normal,0.6809,0.2746
S053_S026,S053,S026,1.345,2.21,0.58,2.14,2.97,3.26,normal,0.7598,0.2561
S026_S056,S026,S056,2.79,6.24,2.07,5.93,8.96,10.07,heavy,1.7796,0.3222
S056_S026,S056,S026,2.79,6.61,2.08,6.31,9.35,10.45,heavy,1.8414,0.307
S026_S057,S026,S057,10.797,25.18,6.3,24.42,33.49,36.63,normal,3.1956,0.2463
S057_S026,S057,S026,10.797,25.42,6.57,24.62,34.1,37.39,normal,3.2034,0.2541
S026_S058,S026,S058,1.546,4.07,1.36,3.86,5.86,6.6,normal,1.3508,0.3256
S058_S026,S058,S026,1.546,3.96,1.33,3.76,5.71,6.43,normal,1.3232,0.3273
S026_S061,S026,S061,12.425,29.65,6.5,28.97,38.25,41.38,normal,3.3661,0.2168
S061_S026,S061,S026,12.425,28.97,6.25,28.32,37.22,40.21,normal,3.3435,0.2132
S026_S062,S026,S062,8.358,11.96,4.14,11.31,17.39,19.65,normal,2.4254,0.336
S062_S026,S062,S026,8.358,12.56,4.24,11.9,18.13,20.43,normal,2.4766,0.3285
S026_S063,S026,S063,6.187,7.97,2.62,7.58,11.41,12.82,light,2.025,0.3197
S063_S026,S063,S026,6.187,8.54,2.85,8.1,12.29,13.83,light,2.092,0.325
S026_S066,S026,S066,6.198,18.94,4.13,18.5,24.4,26.38,heavy,2.9178,0.2158
S066_S026,S066,S026,6.198,19.41,3.79,19.05,24.42,26.2,heavy,2.9471,0.1936
S026_S067,S026,S067,11.091,22.45,7.68,21.24,32.54,36.72,normal,3.0559,0.3327
S067_S026,S067,S026,11.091,23.79,7.97,22.56,34.26,38.57,normal,3.116,0.3261
S026_S068,S026,S068,6.118,16.33,4.32,15.79,22.04,24.22,heavy,2.7592,0.2601
S068_S026,S068,S026,6.118,17.56,4.67,16.97,23.73,26.1,heavy,2.8314,0.2617
S026_S071,S026,S071,5.491,11.52,2.98,11.16,15.46,16.95,normal,2.4121,0.2543
S071_S026,S071,S026,5.491,11.81,3.03,11.44,15.8,17.32,normal,2.4367,0.2523
S026_S072,S026,S072,5.532,9.3,1.77,9.14,11.64,12.47,normal,2.2124,0.1888
S072_S026,S072,S026,5.532,9.02,1.84,8.83,11.45,12.33,normal,2.1787,0.2024
S026_S073,S026,S073,2.307,4.26,0.75,4.2,5.26,5.6,normal,1.4343,0.1757
S073_S026,S073,S026,2.307,4.37,0.76,4.3,5.38,5.73,normal,1.4594,0.1737
S027_S028,S027,S028,12.411,29.6,4.84,29.21,35.97,38.16,normal,3.3744,0.1625
S028_S027,S028,S027,12.411,31.72,4.47,31.41,37.6,39.56,normal,3.4471,0.1403
S027_S030,S027,S030,13.294,28.13,9.17,26.75,40.2,45.11,normal,3.2865,0.3177
S030_S027,S030,S027,13.294,26.01,8.84,24.63,37.63,42.43,normal,3.2041,0.3305
S027_S031,S027,S031,16.846,24.38,8.34,23.07,35.34,39.88,normal,3.1384,0.3328
S031_S027,S031,S027,16.846,24.16,9.07,22.62,36.02,41.1,normal,3.1187,0.3631
S027_S032,S027,S032,3.924,5.9,1.99,5.6,8.52,9.59,normal,1.7219,0.3277
S032_S027,S032,S027,3.924,5.58,1.86,5.29,8.03,9.03,normal,1.6654,0.3254
S027_S035,S027,S035,5.068,12.35,1.92,12.2,14.87,15.72,normal,2.5014,0.1543
S035_S027,S035,S027,5.068,12.55,1.96,12.4,15.13,16.01,normal,2.518,0.1552
S027_S037,S027,S037,2.775,4.17,0.82,4.09,5.25,5.64,light,1.4095,0.1943
S037_S027,S037,S027,2.775,4.08,0.85,3.99,5.2,5.6,light,1.3844,0.206
S027_S038,S027,S038,17.661,33.61,8.42,32.6,44.73,48.92,normal,3.4843,0.2467
S038_S027,S038,S027,17.661,33.44,8.67,32.37,44.89,49.24,normal,3.4772,0.255
S027_S040,S027,S040,10.239,23.92,5.44,23.33,31.11,33.76,normal,3.1497,0.2246
S040_S027,S040,S027,10.239,22.54,5.11,21.98,29.28,31.76,normal,3.0901,0.2238
S027_S041,S027,S041,10.415,37.25,11.28,35.65,52.13,58.04,heavy,3.5738,0.2963
S041_S027,S041,S027,10.415,39.79,12.3,38.02,56.0,62.49,heavy,3.638,0.3021
S027_S042,S027,S042,7.704,17.48,4.97,16.81,24.03,26.59,normal,2.822,0.2788
S042_S027,S042,S027,7.704,18.2,4.54,17.66,24.19,26.45,normal,2.8711,0.2456
S027_S043,S027,S043,13.847,20.49,7.11,19.36,29.83,33.72,normal,2.9632,0.3373
S043_S027,S043,S027,13.847,20.46,6.86,19.4,29.48,33.19,normal,2.9651,0.3266
S027_S045,S027,S045,5.769,15.0,2.99,14.71,18.95,20.35,heavy,2.6886,0.1974
S045_S027,S045,S027,5.769,15.66,3.06,15.37,19.7,21.13,heavy,2.7327,0.1932
S027_S046,S027,S046,11.346,17.69,5.2,16.97,24.55,27.26,normal,2.8315,0.288
S046_S027,S046,S027,11.346,18.0,5.45,17.23,25.19,28.05,normal,2.8467,0.2963
S027_S047,S027,S047,1.411,2.12,0.54,2.06,2.84,3.11,light,0.7217,0.251
S047_S027,S047,S027,1.411,2.13,0.54,2.07,2.84,3.11,light,0.7258,0.2479
S027_S048,S027,S048,13.93,29.28,4.64,28.92,35.39,37.47,heavy,3.3644,0.1575
S048_S027,S048,S027,13.93,29.36,4.54,29.02,35.34,37.37,heavy,3.3679,0.1538
S027_S050,S027,S050,17.771,29.05,7.6,28.11,39.08,42.91,normal,3.336,0.2572
S050_S027,S050,S027,17.771,30.28,8.3,29.21,41.24,45.48,normal,3.3744,0.2692
